HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.objects_to_find,Answer.annotation_data,Approve
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,33CKWXB73LXDHYLUPI72HJF4UPP11P,A2JXQ1M7LHH8Q9,Approved,Sun Dec 16 21:36:57 PST 2018,Sun Dec 16 21:37:11 PST 2018,Wed Dec 19 21:37:11 PST 2018,2018-12-20 05:37:12 UTC,,14,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":621,""top"":511,""width"":1,""height"":1,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,33FBRBDW6QCFF1FD4051DPL3C3HC8R,A2NO3P7E9X32JI,Approved,Tue Dec 18 05:30:38 PST 2018,Tue Dec 18 05:32:56 PST 2018,Fri Dec 21 05:32:56 PST 2018,2018-12-21 13:33:12 UTC,,138,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":605,""top"":495,""width"":23,""height"":26,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,33LK57MYLVIA6E5WACVE5EMPX38SZG,AH3OMGT9KVYA3,Approved,Sun Dec 16 17:54:45 PST 2018,Sun Dec 16 17:55:41 PST 2018,Wed Dec 19 17:55:41 PST 2018,2018-12-20 01:56:12 UTC,,56,100% (2/2),100% (2/2),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":610,""top"":494,""width"":13,""height"":27,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,33LK57MYLVIA6E5WACVE5EMPX4OZS5,A2HOKBPO5AG218,Approved,Sun Dec 16 21:52:34 PST 2018,Sun Dec 16 21:54:53 PST 2018,Wed Dec 19 21:54:53 PST 2018,2018-12-20 05:55:12 UTC,,139,100% (1/1),100% (1/1),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":609,""top"":499,""width"":17,""height"":22,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,33PPUNGG3AIY5Z5JVNV9F4HTB2HZRT,A8E99XNOTT390,Approved,Sun Dec 16 22:13:35 PST 2018,Sun Dec 16 22:14:31 PST 2018,Wed Dec 19 22:14:31 PST 2018,2018-12-20 06:15:12 UTC,,56,100% (4/4),100% (4/4),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":609,""top"":500,""width"":15,""height"":21,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,340UGXU9D0E9C7SQYK1BZ9RHUYXVUR,A1S8QSM1T86H8I,Approved,Mon Dec 17 20:37:50 PST 2018,Mon Dec 17 20:38:08 PST 2018,Thu Dec 20 20:38:08 PST 2018,2018-12-21 04:38:15 UTC,,18,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":599,""top"":497,""width"":38,""height"":25,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,34QN5IT0T14VL9KXSKCHIOJ232L807,AHYXP6QIMYJLD,Approved,Sun Dec 16 18:32:09 PST 2018,Sun Dec 16 18:32:35 PST 2018,Wed Dec 19 18:32:35 PST 2018,2018-12-20 02:33:12 UTC,,26,100% (8/8),100% (8/8),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":609,""top"":496,""width"":17,""height"":28,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,34Z02EIMIUQEJTCLVINC9KFPHMVT0K,A1AF5TUSLXSQD1,Approved,Mon Dec 17 15:46:51 PST 2018,Mon Dec 17 15:47:04 PST 2018,Thu Dec 20 15:47:04 PST 2018,2018-12-20 23:47:12 UTC,,13,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":607,""top"":494,""width"":17,""height"":34,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,35LDD5557CHCJOT5QEWI6QZ6147KM2,A2G9TPGBBAVT4J,Approved,Sun Dec 16 16:28:31 PST 2018,Sun Dec 16 16:29:55 PST 2018,Wed Dec 19 16:29:55 PST 2018,2018-12-20 00:30:12 UTC,,84,100% (1/1),100% (1/1),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":604,""top"":495,""width"":28,""height"":35,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,36H9ULYP647B2UV6M6STALFKPF0JF2,A209ROKVKHDRM7,Approved,Sun Dec 16 21:24:42 PST 2018,Sun Dec 16 21:25:36 PST 2018,Wed Dec 19 21:25:36 PST 2018,2018-12-20 05:26:12 UTC,,54,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":608,""top"":500,""width"":16,""height"":19,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,36NEMU28XHQ3EONMFSFLU1T1OJJMWJ,A7MDS8FVP0MP8,Approved,Mon Dec 17 16:20:45 PST 2018,Mon Dec 17 16:21:06 PST 2018,Thu Dec 20 16:21:06 PST 2018,2018-12-21 00:21:12 UTC,,21,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":606,""top"":496,""width"":20,""height"":28,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,36TFCYNS46NWBAR1Y0VU4FZCGV2XHI,A34YD9P7KI4RF,Approved,Mon Dec 17 05:50:05 PST 2018,Mon Dec 17 05:51:42 PST 2018,Thu Dec 20 05:51:42 PST 2018,2018-12-20 13:52:15 UTC,,97,100% (5/5),100% (5/5),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":608,""top"":496,""width"":23,""height"":35,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,36U2A8VAG3CCD5IJ9HKT0LMDAM9YKA,A3HWXJ6JUX4QU6,Approved,Mon Dec 17 15:02:29 PST 2018,Mon Dec 17 15:02:54 PST 2018,Thu Dec 20 15:02:54 PST 2018,2018-12-20 23:03:12 UTC,,25,100% (1/1),100% (1/1),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":608,""top"":500,""width"":19,""height"":21,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,36W0OB37HYRLG5RGZIJF10FNORLHZC,AM36K1JYK4SC1,Approved,Sun Dec 16 16:28:45 PST 2018,Sun Dec 16 16:28:55 PST 2018,Wed Dec 19 16:28:55 PST 2018,2018-12-20 00:29:12 UTC,,10,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":672,""top"":502,""width"":35,""height"":30,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,37C0GNLMHHG2GF23BH3EDH7UR376DT,AQACH1UKXRRIX,Approved,Mon Dec 17 13:48:16 PST 2018,Mon Dec 17 13:48:29 PST 2018,Thu Dec 20 13:48:29 PST 2018,2018-12-20 21:49:12 UTC,,13,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":602,""top"":498,""width"":28,""height"":25,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,38F71OA9GV91321RP35LQD71T8QMF2,A1THGR1YYXKRLQ,Approved,Sun Dec 16 16:35:02 PST 2018,Sun Dec 16 16:35:51 PST 2018,Wed Dec 19 16:35:51 PST 2018,2018-12-20 00:36:12 UTC,,49,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":606,""top"":493,""width"":23,""height"":35,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,39PAAFCODODUCUD1YFB1UD5FBBMVTE,A8N1MZZ8GZEAV,Approved,Sun Dec 16 19:24:43 PST 2018,Sun Dec 16 19:25:24 PST 2018,Wed Dec 19 19:25:24 PST 2018,2018-12-20 03:26:12 UTC,,41,100% (8/8),100% (8/8),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":579,""top"":488,""width"":17,""height"":16,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3A1PQ49WVJUOL968R7AN96VBBCBH1Q,A3CWMWX85QTPT6,Approved,Sun Dec 16 17:06:41 PST 2018,Sun Dec 16 17:07:06 PST 2018,Wed Dec 19 17:07:06 PST 2018,2018-12-20 01:07:12 UTC,,25,100% (9/9),100% (9/9),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":601,""top"":500,""width"":40,""height"":34,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3AMW0RGHOFFJCXBLF7GQFMA510MNPY,A2NVOKL45Z9C2C,Approved,Fri Dec 21 06:58:36 PST 2018,Fri Dec 21 06:59:01 PST 2018,Mon Dec 24 06:59:01 PST 2018,2018-12-24 14:59:14 UTC,,25,100% (2/2),100% (2/2),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":607,""top"":496,""width"":19,""height"":29,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3AUQQEL7U76TWLGA0DNRA23AFILV0Z,A387KV7QV80X50,Approved,Tue Dec 18 20:32:00 PST 2018,Tue Dec 18 20:33:00 PST 2018,Fri Dec 21 20:33:00 PST 2018,2018-12-22 04:33:12 UTC,,60,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":610,""top"":501,""width"":12,""height"":19,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3B2X28YI3YS91I4JXLC8IRJUOAJB6Z,A2X12KBACWDNUA,Approved,Sun Dec 16 16:31:46 PST 2018,Sun Dec 16 16:32:07 PST 2018,Wed Dec 19 16:32:07 PST 2018,2018-12-20 00:32:12 UTC,,21,100% (10/10),100% (10/10),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":610,""top"":489,""width"":20,""height"":38,""label"":""face""}]",
3XDJY5RK5TY7VBBHOMVM2ZWI6SEU4W,3IF0VZGELQT5RHWAAA7NYHRQAWR7MW,Find the Face,"Find the target face in the crowd. This is a variation of ""Where's Waldo?""","image, tag, picture, tagging, photo, different",$0.02 ,Sun Dec 16 16:25:35 PST 2018,100,BatchId:3476379;OriginalHitTemplateId:862366346;,300,259200,Tue Dec 25 21:04:49 PST 2018,,3CPLWGV3MQCYKAVEYIKTTWAQWWR9NC,AH7I3K3OJKA5L,Approved,Fri Dec 21 04:56:43 PST 2018,Fri Dec 21 04:57:14 PST 2018,Mon Dec 24 04:57:14 PST 2018,2018-12-24 12:58:12 UTC,,31,100% (7/7),100% (7/7),0% (0/0),https://i.imgur.com/h3ZoVii.jpg,target face,"[{""left"":602,""top"":493,""width"":28,""height"":32,""label"":""face""}]",
